RecordDate,RecordMonth,CustomerGroup,Location,Revenue
2022-12-05,2022-12-01,Iron,Location 03,1286263222.2
2022-12-05,2022-12-01,Iron,Location 04,2574204777.9
2022-12-05,2022-12-01,Iron,Location 06,1825577833.2
2022-12-05,2022-12-01,Iron,Location 07,1004011749.9
2022-12-05,2022-12-01,Iron,Location 08,1299938250.0
2022-12-05,2022-12-01,Iron,Location 09,1031851194.9
2022-12-05,2022-12-01,Iron,Location 10,78560305.2
2022-12-05,2022-12-01,Iron,Location 11,994637416.8
2022-12-05,2022-12-01,Iron,Location 12,3099113139.0
2022-12-05,2022-12-01,Iron,Location 13,2455039777.8
2022-12-05,2022-12-01,Iron,Location 14,2337940638.3
2022-12-05,2022-12-01,Iron,Location 16,3513638556.0
2022-12-05,2022-12-01,Iron,Location 17,1472028304.8
2022-12-05,2022-12-01,Platinum,Location 01,107426083.2
2022-12-05,2022-12-01,Platinum,Location 02,371500722.0
2022-12-05,2022-12-01,Platinum,Location 03,3606447159.0
2022-12-05,2022-12-01,Platinum,Location 04,3559209804.6
2022-12-05,2022-12-01,Platinum,Location 06,73273083.3
2022-12-05,2022-12-01,Platinum,Location 07,301638860.7
2022-12-05,2022-12-01,Platinum,Location 09,1111986528.3
2022-12-05,2022-12-01,Platinum,Location 10,37006944.3
2022-12-05,2022-12-01,Platinum,Location 11,461526916.8
2022-12-05,2022-12-01,Platinum,Location 12,3656463554.7
2022-12-05,2022-12-01,Platinum,Location 13,1093218528.3
2022-12-05,2022-12-01,Platinum,Location 14,1880962499.6999998
2022-12-05,2022-12-01,Platinum,Location 16,1067079306.0
2022-12-05,2022-12-01,Platinum,Location 17,326178444.0
2022-12-05,2022-12-01,Silver,Location 01,320454528.3
2022-12-05,2022-12-01,Silver,Location 02,687702555.9
2022-12-05,2022-12-01,Silver,Location 03,2735209916.4
2022-12-05,2022-12-01,Silver,Location 04,2992308171.0
2022-12-05,2022-12-01,Silver,Location 06,365295639.0
2022-12-05,2022-12-01,Silver,Location 07,668834750.1
2022-12-05,2022-12-01,Silver,Location 08,71704194.30000001
2022-12-05,2022-12-01,Silver,Location 09,1246932695.1000001
2022-12-05,2022-12-01,Silver,Location 10,72740388.9
2022-12-05,2022-12-01,Silver,Location 11,420946526.99999994
2022-12-05,2022-12-01,Silver,Location 12,5224899389.1
2022-12-05,2022-12-01,Silver,Location 13,1797385500.0
2022-12-05,2022-12-01,Silver,Location 14,3463682638.7999997
2022-12-05,2022-12-01,Silver,Location 16,1683645972.2999997
2022-12-05,2022-12-01,Silver,Location 17,568939666.5
2022-12-05,2022-12-01,Unranked,Location 01,55515277.8
2022-12-05,2022-12-01,Unranked,Location 02,420258834.90000004
2022-12-05,2022-12-01,Unranked,Location 03,384500805.6
2022-12-05,2022-12-01,Unranked,Location 04,615641636.4
2022-12-05,2022-12-01,Unranked,Location 06,329330333.4
2022-12-05,2022-12-01,Unranked,Location 07,140675223.0
2022-12-05,2022-12-01,Unranked,Location 08,748384416.9
2022-12-05,2022-12-01,Unranked,Location 09,121901666.4
2022-12-05,2022-12-01,Unranked,Location 10,5652638.7
2022-12-05,2022-12-01,Unranked,Location 11,169624471.2
2022-12-05,2022-12-01,Unranked,Location 12,978045639.3
2022-12-05,2022-12-01,Unranked,Location 13,320059610.40000004
2022-12-05,2022-12-01,Unranked,Location 14,1683320609.9999998
2022-12-05,2022-12-01,Unranked,Location 16,843972943.2
2022-12-05,2022-12-01,Unranked,Location 17,202222333.5
2022-12-06,2022-12-01,Bronze,Location 01,751277082.9000001
2022-12-06,2022-12-01,Bronze,Location 02,2016320943.9
2022-12-06,2022-12-01,Bronze,Location 03,4528703305.5
2022-12-06,2022-12-01,Bronze,Location 04,5915666477.7
2022-12-06,2022-12-01,Bronze,Location 06,1293821722.2
2022-12-06,2022-12-01,Bronze,Location 07,1827497917.2
2022-12-06,2022-12-01,Bronze,Location 08,483847805.7000001
2022-12-06,2022-12-01,Bronze,Location 09,2521833222.6
2022-12-06,2022-12-01,Bronze,Location 10,146178166.2
2022-12-06,2022-12-01,Bronze,Location 11,1680871861.8
2022-12-06,2022-12-01,Bronze,Location 12,9997390611.599998
2022-12-06,2022-12-01,Bronze,Location 13,3350267750.7
2022-12-06,2022-12-01,Bronze,Location 14,6212267361.0
2022-12-06,2022-12-01,Bronze,Location 15,1594972.2000000002
2022-12-06,2022-12-01,Bronze,Location 16,4948753471.8
2022-12-06,2022-12-01,Bronze,Location 17,1899092528.1
2022-12-06,2022-12-01,Diamond,Location 01,1840106444.4000003
2022-12-06,2022-12-01,Diamond,Location 02,1371959456.4
2022-12-06,2022-12-01,Diamond,Location 03,20782794684.3
2022-12-06,2022-12-01,Diamond,Location 04,38418795596.1
2022-12-06,2022-12-01,Diamond,Location 07,5265315694.8
2022-12-06,2022-12-01,Diamond,Location 09,6456442972.5
2022-12-06,2022-12-01,Diamond,Location 10,54887361.0
2022-12-06,2022-12-01,Diamond,Location 11,2938891805.7
2022-12-06,2022-12-01,Diamond,Location 12,18284525054.7
2022-12-06,2022-12-01,Diamond,Location 13,8805742026.9
2022-12-06,2022-12-01,Diamond,Location 14,16784818749.9
2022-12-06,2022-12-01,Diamond,Location 15,9713438422.2
2022-12-06,2022-12-01,Diamond,Location 16,5020502762.1
2022-12-06,2022-12-01,Diamond,Location 17,1407819583.2
2022-12-06,2022-12-01,Gold,Location 01,345760861.5
2022-12-06,2022-12-01,Gold,Location 02,357829527.6
2022-12-06,2022-12-01,Gold,Location 03,4241489694.3
2022-12-06,2022-12-01,Gold,Location 04,3827101343.1
2022-12-06,2022-12-01,Gold,Location 06,161438499.89999998
2022-12-06,2022-12-01,Gold,Location 07,560153777.7
2022-12-06,2022-12-01,Gold,Location 08,19422500.1
2022-12-06,2022-12-01,Gold,Location 09,2041763944.8
2022-12-06,2022-12-01,Gold,Location 10,86825888.7
2022-12-06,2022-12-01,Gold,Location 11,391956583.2
2022-12-06,2022-12-01,Gold,Location 12,6483817944.000001
2022-12-06,2022-12-01,Gold,Location 13,2337248861.7
2022-12-06,2022-12-01,Gold,Location 14,3882096860.7000003
2022-12-06,2022-12-01,Gold,Location 16,2222449666.2
2022-12-06,2022-12-01,Gold,Location 17,851841111.3
2022-12-06,2022-12-01,Iron,Location 01,536736999.00000006
2022-12-06,2022-12-01,Iron,Location 02,1343681778.3
2022-12-06,2022-12-01,Iron,Location 03,1270787250.3000002
2022-12-06,2022-12-01,Iron,Location 04,2405705777.7
2022-12-06,2022-12-01,Iron,Location 06,1566316916.6999998
2022-12-06,2022-12-01,Iron,Location 07,853926027.3
2022-12-06,2022-12-01,Iron,Location 08,1227816166.8000002
2022-12-06,2022-12-01,Iron,Location 09,875523582.0
2022-12-06,2022-12-01,Iron,Location 10,69048250.2
2022-12-06,2022-12-01,Iron,Location 11,908738028.3000001
2022-12-06,2022-12-01,Iron,Location 12,2867336722.8
2022-12-06,2022-12-01,Iron,Location 13,2626047776.7
2022-12-06,2022-12-01,Iron,Location 14,2126814832.8
2022-12-06,2022-12-01,Iron,Location 16,3145918944.6
2022-12-06,2022-12-01,Iron,Location 17,1337522278.2
2022-12-06,2022-12-01,Platinum,Location 01,163688666.39999998
2022-12-06,2022-12-01,Platinum,Location 02,296909055.59999996
2022-12-06,2022-12-01,Platinum,Location 03,3279225266.1
2022-12-06,2022-12-01,Platinum,Location 04,3252461470.2
2022-12-06,2022-12-01,Platinum,Location 06,33582416.7
2022-12-06,2022-12-01,Platinum,Location 07,209027860.8
2022-12-06,2022-12-01,Platinum,Location 09,1010310222.3000001
2022-12-06,2022-12-01,Platinum,Location 10,39694444.5
2022-12-06,2022-12-01,Platinum,Location 11,296538472.5
2022-12-06,2022-12-01,Platinum,Location 12,3192810888.9000006
2022-12-06,2022-12-01,Platinum,Location 13,930204999.5999999
2022-12-06,2022-12-01,Platinum,Location 14,1756949555.7
2022-12-06,2022-12-01,Platinum,Location 16,842962554.9
2022-12-06,2022-12-01,Platinum,Location 17,276678777.6
2022-12-06,2022-12-01,Silver,Location 01,299861444.70000005
2022-12-06,2022-12-01,Silver,Location 02,656103333.6
2022-12-06,2022-12-01,Silver,Location 03,2345754722.7
2022-12-06,2022-12-01,Silver,Location 04,2813838969.9
2022-12-06,2022-12-01,Silver,Location 06,306143139.0
2022-12-06,2022-12-01,Silver,Location 07,521094805.50000006
2022-12-06,2022-12-01,Silver,Location 08,15291555.6
2022-12-06,2022-12-01,Silver,Location 09,1156127778.3
2022-12-06,2022-12-01,Silver,Location 10,96368055.3
2022-12-06,2022-12-01,Silver,Location 11,315439917.0
2022-12-06,2022-12-01,Silver,Location 12,4409372833.5
2022-12-06,2022-12-01,Silver,Location 13,1618395138.6
2022-12-06,2022-12-01,Silver,Location 14,2766675749.7
2022-12-06,2022-12-01,Silver,Location 16,1646125082.7
2022-12-06,2022-12-01,Silver,Location 17,431814194.4
2022-12-06,2022-12-01,Unranked,Location 01,83252167.2
2022-12-06,2022-12-01,Unranked,Location 02,370870110.3
2022-12-06,2022-12-01,Unranked,Location 03,590592222.0
2022-12-06,2022-12-01,Unranked,Location 04,698208667.8
2022-12-06,2022-12-01,Unranked,Location 06,282409583.4
2022-12-06,2022-12-01,Unranked,Location 07,130268389.5
2022-12-06,2022-12-01,Unranked,Location 08,729579916.5
2022-12-06,2022-12-01,Unranked,Location 09,160564139.4
2022-12-06,2022-12-01,Unranked,Location 10,2458361.1
2022-12-06,2022-12-01,Unranked,Location 11,261660860.70000002
2022-12-06,2022-12-01,Unranked,Location 12,1179104889.6
2022-12-06,2022-12-01,Unranked,Location 13,344215027.8
2022-12-06,2022-12-01,Unranked,Location 14,1624646888.4
2022-12-06,2022-12-01,Unranked,Location 16,1036892221.8000001
2022-12-06,2022-12-01,Unranked,Location 17,221766527.4
2022-12-07,2022-12-01,Bronze,Location 01,882100083.3
2022-12-07,2022-12-01,Bronze,Location 02,2153401359.9
2022-12-07,2022-12-01,Bronze,Location 03,4607556055.8
2022-12-07,2022-12-01,Bronze,Location 04,6146112992.1
2022-12-07,2022-12-01,Bronze,Location 06,1368335027.7
2022-12-07,2022-12-01,Bronze,Location 07,1971179860.8
2022-12-07,2022-12-01,Bronze,Location 08,644150333.4000001
2022-12-07,2022-12-01,Bronze,Location 09,2350076361.6
2022-12-07,2022-12-01,Bronze,Location 10,122998722.0
2022-12-07,2022-12-01,Bronze,Location 11,1816060305.0
2022-12-07,2022-12-01,Bronze,Location 12,10200210943.5
2022-12-07,2022-12-01,Bronze,Location 13,3354471194.1
2022-12-07,2022-12-01,Bronze,Location 14,5837457861.3
2022-12-07,2022-12-01,Bronze,Location 15,888888.8999999999
2022-12-07,2022-12-01,Bronze,Location 16,5306398443.900001
2022-12-07,2022-12-01,Bronze,Location 17,2155245472.2000003
2022-12-07,2022-12-01,Diamond,Location 01,2015206833.0
2022-12-07,2022-12-01,Diamond,Location 02,1156896697.5
2022-12-07,2022-12-01,Diamond,Location 03,21287237621.4
2022-12-07,2022-12-01,Diamond,Location 04,38886277057.200005
2022-12-07,2022-12-01,Diamond,Location 07,5514105499.5
2022-12-07,2022-12-01,Diamond,Location 09,6003614722.2
2022-12-07,2022-12-01,Diamond,Location 10,73333333.19999999
2022-12-07,2022-12-01,Diamond,Location 11,3179486527.5
2022-12-07,2022-12-01,Diamond,Location 12,17975509111.5
2022-12-07,2022-12-01,Diamond,Location 13,8470034083.5
2022-12-07,2022-12-01,Diamond,Location 14,16733472639.3
2022-12-07,2022-12-01,Diamond,Location 15,9932293547.1
2022-12-07,2022-12-01,Diamond,Location 16,5708096749.8
2022-12-07,2022-12-01,Diamond,Location 17,1732212305.7
2022-12-07,2022-12-01,Gold,Location 01,253874222.40000004
2022-12-07,2022-12-01,Gold,Location 02,429521972.7
2022-12-07,2022-12-01,Gold,Location 03,4303634972.4
2022-12-07,2022-12-01,Gold,Location 04,3773675704.2
2022-12-07,2022-12-01,Gold,Location 06,158254361.10000002
2022-12-07,2022-12-01,Gold,Location 07,584232972.0000001
2022-12-07,2022-12-01,Gold,Location 08,17107638.9
2022-12-07,2022-12-01,Gold,Location 09,2208956888.4
2022-12-07,2022-12-01,Gold,Location 10,114112166.7
2022-12-07,2022-12-01,Gold,Location 11,424066667.1
2022-12-07,2022-12-01,Gold,Location 12,6372724640.1
2022-12-07,2022-12-01,Gold,Location 13,2204618528.7
2022-12-07,2022-12-01,Gold,Location 14,3499430249.7000003
2022-12-07,2022-12-01,Gold,Location 16,2177283278.4
2022-12-07,2022-12-01,Gold,Location 17,820344195.0
2022-12-07,2022-12-01,Iron,Location 01,448537528.5
2022-12-07,2022-12-01,Iron,Location 02,1503240277.8
2022-12-07,2022-12-01,Iron,Location 03,1263456777.6
2022-12-07,2022-12-01,Iron,Location 04,2538762555.0
2022-12-07,2022-12-01,Iron,Location 06,1718843250.0
2022-12-07,2022-12-01,Iron,Location 07,966743860.8
2022-12-07,2022-12-01,Iron,Location 08,1225064472.3
2022-12-07,2022-12-01,Iron,Location 09,1056410500.2
2022-12-07,2022-12-01,Iron,Location 10,65626055.400000006
2022-12-07,2022-12-01,Iron,Location 11,927216527.7
2022-12-07,2022-12-01,Iron,Location 12,3154201863.2999997
2022-12-07,2022-12-01,Iron,Location 13,2735247360.9
2022-12-07,2022-12-01,Iron,Location 14,2228314416.6
2022-12-07,2022-12-01,Iron,Location 16,3202007445.9
2022-12-07,2022-12-01,Iron,Location 17,1343647444.8
2022-12-07,2022-12-01,Platinum,Location 01,150924250.2
2022-12-07,2022-12-01,Platinum,Location 02,336067055.40000004
2022-12-07,2022-12-01,Platinum,Location 03,3303026837.3999996
2022-12-07,2022-12-01,Platinum,Location 04,3499442643.9
2022-12-07,2022-12-01,Platinum,Location 06,32972777.700000003
2022-12-07,2022-12-01,Platinum,Location 07,281749805.7
2022-12-07,2022-12-01,Platinum,Location 09,942979944.3000001
2022-12-07,2022-12-01,Platinum,Location 10,49944444.3
2022-12-07,2022-12-01,Platinum,Location 11,367366110.6
2022-12-07,2022-12-01,Platinum,Location 12,3290641861.8
2022-12-07,2022-12-01,Platinum,Location 13,919749861.0
2022-12-07,2022-12-01,Platinum,Location 14,1764935416.8000002
2022-12-07,2022-12-01,Platinum,Location 16,842294722.2
2022-12-07,2022-12-01,Platinum,Location 17,284133000.0
2022-12-07,2022-12-01,Silver,Location 01,282598249.8
2022-12-07,2022-12-01,Silver,Location 02,618133833.6
2022-12-07,2022-12-01,Silver,Location 03,2260127055.9
2022-12-07,2022-12-01,Silver,Location 04,2886027566.7
2022-12-07,2022-12-01,Silver,Location 06,306227083.2
2022-12-07,2022-12-01,Silver,Location 07,534633444.6
2022-12-07,2022-12-01,Silver,Location 08,22985777.7
2022-12-07,2022-12-01,Silver,Location 09,1143221388.9
2022-12-07,2022-12-01,Silver,Location 10,61191500.1
2022-12-07,2022-12-01,Silver,Location 11,380570167.49999994
2022-12-07,2022-12-01,Silver,Location 12,4371059973.0
2022-12-07,2022-12-01,Silver,Location 13,1669867694.6999998
2022-12-07,2022-12-01,Silver,Location 14,2597873639.1
2022-12-07,2022-12-01,Silver,Location 16,1616720139.0
2022-12-07,2022-12-01,Silver,Location 17,426734361.3
2022-12-07,2022-12-01,Unranked,Location 01,101637139.8
2022-12-07,2022-12-01,Unranked,Location 02,479674584.90000004
2022-12-07,2022-12-01,Unranked,Location 03,711047138.7
2022-12-07,2022-12-01,Unranked,Location 04,940247387.4000001
2022-12-07,2022-12-01,Unranked,Location 06,324691777.79999995
2022-12-07,2022-12-01,Unranked,Location 07,209675056.20000002
2022-12-07,2022-12-01,Unranked,Location 08,801336083.4000002
2022-12-07,2022-12-01,Unranked,Location 09,180670722.3
2022-12-07,2022-12-01,Unranked,Location 10,9972000.0
2022-12-07,2022-12-01,Unranked,Location 11,237999749.4
2022-12-07,2022-12-01,Unranked,Location 12,1434490194.3
2022-12-07,2022-12-01,Unranked,Location 13,459902694.6
2022-12-07,2022-12-01,Unranked,Location 14,1430272389.3
2022-12-07,2022-12-01,Unranked,Location 16,1189777304.7
2022-12-07,2022-12-01,Unranked,Location 17,461027193.6
2022-12-08,2022-12-01,Bronze,Location 01,894906555.6
2022-12-08,2022-12-01,Bronze,Location 02,2296956749.4
2022-12-08,2022-12-01,Bronze,Location 03,5314432861.2
2022-12-08,2022-12-01,Bronze,Location 04,6619025089.8
2022-12-08,2022-12-01,Bronze,Location 06,1581896611.1999998
2022-12-08,2022-12-01,Bronze,Location 07,2043536916.3000002
2022-12-08,2022-12-01,Bronze,Location 08,358124444.40000004
2022-12-08,2022-12-01,Bronze,Location 09,2348212777.8
2022-12-08,2022-12-01,Bronze,Location 10,131597721.9
2022-12-08,2022-12-01,Bronze,Location 11,1894110249.0
2022-12-08,2022-12-01,Bronze,Location 12,11256790526.699999
2022-12-08,2022-12-01,Bronze,Location 13,3659149417.2000003
2022-12-08,2022-12-01,Bronze,Location 14,5936753166.9
2022-12-08,2022-12-01,Bronze,Location 15,777750.0
2022-12-08,2022-12-01,Bronze,Location 16,5629164555.900001
2022-12-08,2022-12-01,Bronze,Location 17,2176168250.1
2022-12-08,2022-12-01,Diamond,Location 01,2060935527.6000001
2022-12-08,2022-12-01,Diamond,Location 02,1276992564.0
2022-12-08,2022-12-01,Diamond,Location 03,22855807389.6
2022-12-08,2022-12-01,Diamond,Location 04,41108189137.2
2022-12-08,2022-12-01,Diamond,Location 07,5488557916.5
2022-12-08,2022-12-01,Diamond,Location 09,6194674694.7
2022-12-08,2022-12-01,Diamond,Location 10,103777666.8
2022-12-08,2022-12-01,Diamond,Location 11,3386670944.4
2022-12-08,2022-12-01,Diamond,Location 12,19463375888.1
2022-12-08,2022-12-01,Diamond,Location 13,8686940860.8
2022-12-08,2022-12-01,Diamond,Location 14,16212617915.699999
2022-12-08,2022-12-01,Diamond,Location 15,10859205264.6
2022-12-08,2022-12-01,Diamond,Location 16,6337800186.9
2022-12-08,2022-12-01,Diamond,Location 17,1491470000.4
2022-12-08,2022-12-01,Gold,Location 01,222591027.60000002
2022-12-08,2022-12-01,Gold,Location 02,507448333.5
2022-12-08,2022-12-01,Gold,Location 03,4575777138.900001
2022-12-08,2022-12-01,Gold,Location 04,3834343573.2000003
2022-12-08,2022-12-01,Gold,Location 06,263844249.9
2022-12-08,2022-12-01,Gold,Location 07,652293500.1
2022-12-08,2022-12-01,Gold,Location 08,11642333.4
2022-12-08,2022-12-01,Gold,Location 09,2103527417.1
2022-12-08,2022-12-01,Gold,Location 10,104643972.00000001
2022-12-08,2022-12-01,Gold,Location 11,498182555.1
2022-12-08,2022-12-01,Gold,Location 12,6871493778.0
2022-12-08,2022-12-01,Gold,Location 13,2272243222.8
2022-12-08,2022-12-01,Gold,Location 14,3295631110.8
2022-12-08,2022-12-01,Gold,Location 16,2464024444.2
2022-12-08,2022-12-01,Gold,Location 17,907356166.5
2022-12-08,2022-12-01,Iron,Location 01,480148889.70000005
2022-12-08,2022-12-01,Iron,Location 02,1618155056.1
2022-12-08,2022-12-01,Iron,Location 03,1500889778.1
2022-12-08,2022-12-01,Iron,Location 04,2806530911.4
2022-12-08,2022-12-01,Iron,Location 06,1798049361.0
2022-12-08,2022-12-01,Iron,Location 07,1043584972.1999999
2022-12-08,2022-12-01,Iron,Location 08,1286724444.3000002
2022-12-08,2022-12-01,Iron,Location 09,1024015861.2
2022-12-08,2022-12-01,Iron,Location 10,83042583.0
2022-12-08,2022-12-01,Iron,Location 11,1001886611.4
2022-12-08,2022-12-01,Iron,Location 12,3639822776.1
2022-12-08,2022-12-01,Iron,Location 13,2583855584.1
2022-12-08,2022-12-01,Iron,Location 14,2337802250.3999996
2022-12-08,2022-12-01,Iron,Location 16,3597353970.9
2022-12-08,2022-12-01,Iron,Location 17,1366799666.7
2022-12-08,2022-12-01,Platinum,Location 01,103871000.39999999
2022-12-08,2022-12-01,Platinum,Location 02,279963277.5
2022-12-08,2022-12-01,Platinum,Location 03,3493377229.8
2022-12-08,2022-12-01,Platinum,Location 04,3571276812.0
2022-12-08,2022-12-01,Platinum,Location 06,42230499.900000006
2022-12-08,2022-12-01,Platinum,Location 07,227861028.0
2022-12-08,2022-12-01,Platinum,Location 09,1014381305.7
2022-12-08,2022-12-01,Platinum,Location 10,48500000.1
2022-12-08,2022-12-01,Platinum,Location 11,313053416.4
2022-12-08,2022-12-01,Platinum,Location 12,3469741389.3
2022-12-08,2022-12-01,Platinum,Location 13,853767249.9
2022-12-08,2022-12-01,Platinum,Location 14,1589753805.3
2022-12-08,2022-12-01,Platinum,Location 16,848612110.8000001
2022-12-08,2022-12-01,Platinum,Location 17,278817444.6
2022-12-08,2022-12-01,Silver,Location 01,267287805.60000002
2022-12-08,2022-12-01,Silver,Location 02,764084361.6
2022-12-08,2022-12-01,Silver,Location 03,2560816278.0
2022-12-08,2022-12-01,Silver,Location 04,3246907984.2
2022-12-08,2022-12-01,Silver,Location 06,328821527.70000005
2022-12-08,2022-12-01,Silver,Location 07,602827889.1
2022-12-08,2022-12-01,Silver,Location 08,32277444.300000004
2022-12-08,2022-12-01,Silver,Location 09,1291686388.2
2022-12-08,2022-12-01,Silver,Location 10,64596277.8
2022-12-08,2022-12-01,Silver,Location 11,345125694.29999995
2022-12-08,2022-12-01,Silver,Location 12,4743314334.3
2022-12-08,2022-12-01,Silver,Location 13,1744554694.8
2022-12-08,2022-12-01,Silver,Location 14,2606658583.5
2022-12-08,2022-12-01,Silver,Location 16,1904739084.0000002
2022-12-08,2022-12-01,Silver,Location 17,526621944.6
2022-12-08,2022-12-01,Unranked,Location 01,160046611.5
2022-12-08,2022-12-01,Unranked,Location 02,641912667.6
2022-12-08,2022-12-01,Unranked,Location 03,1076283555.6000001
2022-12-08,2022-12-01,Unranked,Location 04,1273347901.2
2022-12-08,2022-12-01,Unranked,Location 06,442049111.1
2022-12-08,2022-12-01,Unranked,Location 07,213530861.7
2022-12-08,2022-12-01,Unranked,Location 08,979639138.8
2022-12-08,2022-12-01,Unranked,Location 09,298207222.2
2022-12-08,2022-12-01,Unranked,Location 10,71316138.6
2022-12-08,2022-12-01,Unranked,Location 11,244901194.20000002
